Date,Series,Volatility
1970-09-01,Aluminum,0.008934158126227984
1970-10-01,Aluminum,0.00393755296157626
1970-11-01,Aluminum,0.003611284550813378
1970-12-01,Aluminum,0.003611284550813378
1971-01-01,Aluminum,0.003611284550813378
1971-02-01,Aluminum,0.003611284550813378
1971-03-01,Aluminum,0.003611284550813378
1971-04-01,Aluminum,0.0020768863945861606
1971-05-01,Aluminum,0.0
1971-06-01,Aluminum,0.0
1971-07-01,Aluminum,0.0
1971-08-01,Aluminum,0.005154841760597244
1971-09-01,Aluminum,0.006890214769185501
1971-10-01,Aluminum,0.006890214769185501
1971-11-01,Aluminum,0.006827617779137753
1971-12-01,Aluminum,0.011976625035723174
1972-01-01,Aluminum,0.011806914228229059
1972-02-01,Aluminum,0.011806914228229059
1972-03-01,Aluminum,0.011806914228229059
1972-04-01,Aluminum,0.011806914228229059
1972-05-01,Aluminum,0.0345770910581581
1972-06-01,Aluminum,0.03782372648780679
1972-07-01,Aluminum,0.03980880732652135
1972-08-01,Aluminum,0.03910525051063947
1972-09-01,Aluminum,0.038116316659535736
1972-10-01,Aluminum,0.038116316659535736
1972-11-01,Aluminum,0.03814318958614314
1972-12-01,Aluminum,0.0349447500272717
1973-01-01,Aluminum,0.03479803428609798
1973-02-01,Aluminum,0.03695691025523895
1973-03-01,Aluminum,0.03840999586483354
1973-04-01,Aluminum,0.03840999586483354
1973-05-01,Aluminum,0.025858135504301497
1973-06-01,Aluminum,0.021742300878457445
1973-07-01,Aluminum,0.018143373245805405
1973-08-01,Aluminum,0.021162575185027965
1973-09-01,Aluminum,0.02331840324132354
1973-10-01,Aluminum,0.023705138955021028
1973-11-01,Aluminum,0.02540913615751029
1973-12-01,Aluminum,0.028022396603464516
1974-01-01,Aluminum,0.03277425771470676
1974-02-01,Aluminum,0.03263192753416346
1974-03-01,Aluminum,0.0437870005736331
1974-04-01,Aluminum,0.048565270684835696
1974-05-01,Aluminum,0.04858355410181528
1974-06-01,Aluminum,0.049506104801237315
1974-07-01,Aluminum,0.04839851719654674
1974-08-01,Aluminum,0.05430193109707027
1974-09-01,Aluminum,0.053348712982110046
1974-10-01,Aluminum,0.053690507741710414
1974-11-01,Aluminum,0.05396449251998284
1974-12-01,Aluminum,0.05163629460817582
1975-01-01,Aluminum,0.04638750051852351
1975-02-01,Aluminum,0.046674314151438696
1975-03-01,Aluminum,0.040174098682703704
1975-04-01,Aluminum,0.03593992167522976
1975-05-01,Aluminum,0.0360046184676866
1975-06-01,Aluminum,0.03539387679736881
1975-07-01,Aluminum,0.03932524650637944
1975-08-01,Aluminum,0.02345345436310301
1975-09-01,Aluminum,0.023461553735831652
1975-10-01,Aluminum,0.02354243307615265
1975-11-01,Aluminum,0.02354244519446113
1975-12-01,Aluminum,0.024470398189902695
1976-01-01,Aluminum,0.021564127265434108
1976-02-01,Aluminum,0.020774395468429612
1976-03-01,Aluminum,0.022601757962804947
1976-04-01,Aluminum,0.02262784478735663
1976-05-01,Aluminum,0.022517898094667435
1976-06-01,Aluminum,0.022868336126119694
1976-07-01,Aluminum,0.0424677974394214
1976-08-01,Aluminum,0.04198379232326356
1976-09-01,Aluminum,0.04363956706576767
1976-10-01,Aluminum,0.04690728432274942
1976-11-01,Aluminum,0.04682845231803417
1976-12-01,Aluminum,0.04677248782049244
1977-01-01,Aluminum,0.051250873691268455
1977-02-01,Aluminum,0.050791855403125065
1977-03-01,Aluminum,0.047277356390556774
1977-04-01,Aluminum,0.047504587271574084
1977-05-01,Aluminum,0.04772507183515827
1977-06-01,Aluminum,0.04535864312016389
1977-07-01,Aluminum,0.03609402623356385
1977-08-01,Aluminum,0.03581730846065542
1977-09-01,Aluminum,0.033743393579229876
1977-10-01,Aluminum,0.02717020424128223
1977-11-01,Aluminum,0.0264402785754183
1977-12-01,Aluminum,0.026400636378282865
1978-01-01,Aluminum,0.018826257438946725
1978-02-01,Aluminum,0.01932601683540468
1978-03-01,Aluminum,0.021426741557536568
1978-04-01,Aluminum,0.024959542272719366
1978-05-01,Aluminum,0.02626290088008069
1978-06-01,Aluminum,0.026180172117449257
1978-07-01,Aluminum,0.02208056221574527
1978-08-01,Aluminum,0.022531729986858203
1978-09-01,Aluminum,0.024699359485747245
1978-10-01,Aluminum,0.025196390110873167
1978-11-01,Aluminum,0.02677409852083512
1978-12-01,Aluminum,0.02661654181052129
1979-01-01,Aluminum,0.039722279236500915
1979-02-01,Aluminum,0.057293763312004774
1979-03-01,Aluminum,0.0591506908274522
1979-04-01,Aluminum,0.05730976565336633
1979-05-01,Aluminum,0.05634628372333888
1979-06-01,Aluminum,0.05627342057319539
1979-07-01,Aluminum,0.05877290841750848
1979-08-01,Aluminum,0.0587259576186665
1979-09-01,Aluminum,0.05823740115844074
1979-10-01,Aluminum,0.0638619493788125
1979-11-01,Aluminum,0.06247418606617574
1979-12-01,Aluminum,0.06252463756847197
1980-01-01,Aluminum,0.048339315020289327
1980-02-01,Aluminum,0.03727706317915746
1980-03-01,Aluminum,0.04618778509168647
1980-04-01,Aluminum,0.048005901736610665
1980-05-01,Aluminum,0.05597378968673135
1980-06-01,Aluminum,0.05965101671319365
1980-07-01,Aluminum,0.059380008401752137
1980-08-01,Aluminum,0.05936301764643707
1980-09-01,Aluminum,0.0636359101593443
1980-10-01,Aluminum,0.055093657576176756
1980-11-01,Aluminum,0.05738486258841517
1980-12-01,Aluminum,0.05491659307220702
1981-01-01,Aluminum,0.046647605111780004
1981-02-01,Aluminum,0.044196643515865046
1981-03-01,Aluminum,0.04266431593235557
1981-04-01,Aluminum,0.04330598849527212
1981-05-01,Aluminum,0.04081837962899559
1981-06-01,Aluminum,0.04011159215244205
1981-07-01,Aluminum,0.03210401472191109
1981-08-01,Aluminum,0.0374103622890823
1981-09-01,Aluminum,0.035659919374423206
1981-10-01,Aluminum,0.0355283412702756
1981-11-01,Aluminum,0.03326941494845633
1981-12-01,Aluminum,0.03827778925515603
1982-01-01,Aluminum,0.037841017816383896
1982-02-01,Aluminum,0.03619080815647308
1982-03-01,Aluminum,0.03677524777596328
1982-04-01,Aluminum,0.036052385403951406
1982-05-01,Aluminum,0.03502040094995308
1982-06-01,Aluminum,0.035492612951945765
1982-07-01,Aluminum,0.03936493004453908
1982-08-01,Aluminum,0.034569138375069586
1982-09-01,Aluminum,0.03362941537534112
1982-10-01,Aluminum,0.03357065022834268
1982-11-01,Aluminum,0.03236474034521178
1982-12-01,Aluminum,0.029471219801030575
1983-01-01,Aluminum,0.04135885356543576
1983-02-01,Aluminum,0.05807749900158725
1983-03-01,Aluminum,0.055510989231799056
1983-04-01,Aluminum,0.05328705338720285
1983-05-01,Aluminum,0.05174636173669911
1983-06-01,Aluminum,0.04422773810969061
1983-07-01,Aluminum,0.04423256870980921
1983-08-01,Aluminum,0.04262243091582248
1983-09-01,Aluminum,0.04211931959180011
1983-10-01,Aluminum,0.044889296236775074
1983-11-01,Aluminum,0.04932523476377819
1983-12-01,Aluminum,0.04937501069406085
1984-01-01,Aluminum,0.047775890495260175
1984-02-01,Aluminum,0.036685359393839434
1984-03-01,Aluminum,0.035908437137501754
1984-04-01,Aluminum,0.03879032792883578
1984-05-01,Aluminum,0.036550738077880784
1984-06-01,Aluminum,0.03612196021838352
1984-07-01,Aluminum,0.03891746671516888
1984-08-01,Aluminum,0.030663567194233868
1984-09-01,Aluminum,0.03647260381698264
1984-10-01,Aluminum,0.039563283116034735
1984-11-01,Aluminum,0.059608945859714754
1984-12-01,Aluminum,0.05850702156623724
1985-01-01,Aluminum,0.05799206099279631
1985-02-01,Aluminum,0.059615565498678635
1985-03-01,Aluminum,0.05991999719172141
1985-04-01,Aluminum,0.05935258928409856
1985-05-01,Aluminum,0.05786256285063124
1985-06-01,Aluminum,0.059987217590028154
1985-07-01,Aluminum,0.05559778065035407
1985-08-01,Aluminum,0.05565042115528944
1985-09-01,Aluminum,0.046707823362753434
1985-10-01,Aluminum,0.0465329180296202
1985-11-01,Aluminum,0.025183711693610483
1985-12-01,Aluminum,0.03819018216428168
1986-01-01,Aluminum,0.04431362121363889
1986-02-01,Aluminum,0.044030730884681735
1986-03-01,Aluminum,0.0458930806044035
1986-04-01,Aluminum,0.0459521086298815
1986-05-01,Aluminum,0.045942047986140544
1986-06-01,Aluminum,0.04009209686108899
1986-07-01,Aluminum,0.043192086901282165
1986-08-01,Aluminum,0.04320518610406312
1986-09-01,Aluminum,0.04394720740140482
1986-10-01,Aluminum,0.04580675959228871
1986-11-01,Aluminum,0.046210627480439706
1986-12-01,Aluminum,0.03923105386704425
1987-01-01,Aluminum,0.03391420864218242
1987-02-01,Aluminum,0.04274359779128758
1987-03-01,Aluminum,0.04433122736058455
1987-04-01,Aluminum,0.04407778202732681
1987-05-01,Aluminum,0.04387081409588197
1987-06-01,Aluminum,0.044501995072961376
1987-07-01,Aluminum,0.04775672313660534
1987-08-01,Aluminum,0.04989981613310713
1987-09-01,Aluminum,0.053651861280626066
1987-10-01,Aluminum,0.054852150777288874
1987-11-01,Aluminum,0.07548449363359717
1987-12-01,Aluminum,0.0758456713457488
1988-01-01,Aluminum,0.07736331556636898
1988-02-01,Aluminum,0.07622738141091912
1988-03-01,Aluminum,0.0856942435660175
1988-04-01,Aluminum,0.08722552772084598
1988-05-01,Aluminum,0.094319992526693
1988-06-01,Aluminum,0.10082281537490752
1988-07-01,Aluminum,0.1433662067051489
1988-08-01,Aluminum,0.14259599337249365
1988-09-01,Aluminum,0.14847169745928274
1988-10-01,Aluminum,0.1470210299971841
1988-11-01,Aluminum,0.1372382939929806
1988-12-01,Aluminum,0.13654077850786647
1989-01-01,Aluminum,0.13673103949750964
1989-02-01,Aluminum,0.13967693558712588
1989-03-01,Aluminum,0.12960313402977902
1989-04-01,Aluminum,0.1299617822370487
1989-05-01,Aluminum,0.1169087133039355
1989-06-01,Aluminum,0.10141328601640869
1989-07-01,Aluminum,0.07204293197393352
1989-08-01,Aluminum,0.07021156671445465
1989-09-01,Aluminum,0.0651674580396212
1989-10-01,Aluminum,0.06946733094697727
1989-11-01,Aluminum,0.06812126172145902
1989-12-01,Aluminum,0.06448050019654847
1990-01-01,Aluminum,0.06508303431459272
1990-02-01,Aluminum,0.06299458416582575
1990-03-01,Aluminum,0.06997334353582291
1990-04-01,Aluminum,0.06847017311225825
1990-05-01,Aluminum,0.06338918947093262
1990-06-01,Aluminum,0.05190362970136753
1990-07-01,Aluminum,0.047518227992018054
1990-08-01,Aluminum,0.06259622093903071
1990-09-01,Aluminum,0.07550537115640765
1990-10-01,Aluminum,0.07727605366730385
1990-11-01,Aluminum,0.0918341129844543
1990-12-01,Aluminum,0.09180809537229302
1991-01-01,Aluminum,0.08971999331495219
1991-02-01,Aluminum,0.08835021757172692
1991-03-01,Aluminum,0.08546043845298518
1991-04-01,Aluminum,0.08752778726087522
1991-05-01,Aluminum,0.08945850042973912
1991-06-01,Aluminum,0.08876642172627791
1991-07-01,Aluminum,0.08908693795169834
1991-08-01,Aluminum,0.07620776874701145
1991-09-01,Aluminum,0.04891310751553706
1991-10-01,Aluminum,0.04873553354802732
1991-11-01,Aluminum,0.028272184532562295
1991-12-01,Aluminum,0.026714861584620116
1992-01-01,Aluminum,0.038943604945684225
1992-02-01,Aluminum,0.04788484646645722
1992-03-01,Aluminum,0.04835289271122188
1992-04-01,Aluminum,0.045930312760063804
1992-05-01,Aluminum,0.04118828409099039
1992-06-01,Aluminum,0.041549754253510165
1992-07-01,Aluminum,0.042140373716988616
1992-08-01,Aluminum,0.04096532076273641
1992-09-01,Aluminum,0.04029816570809331
1992-10-01,Aluminum,0.043836304368686387
1992-11-01,Aluminum,0.043813986508316846
1992-12-01,Aluminum,0.043595123957555416
1993-01-01,Aluminum,0.03872964919895146
1993-02-01,Aluminum,0.031054083708737083
1993-03-01,Aluminum,0.03249028995968554
1993-04-01,Aluminum,0.03122129683601287
1993-05-01,Aluminum,0.032214783162788876
1993-06-01,Aluminum,0.03483245423940486
1993-07-01,Aluminum,0.03504688763728514
1993-08-01,Aluminum,0.03543493024784709
1993-09-01,Aluminum,0.036961301113816736
1993-10-01,Aluminum,0.03129958070588563
1993-11-01,Aluminum,0.03311781100213235
1993-12-01,Aluminum,0.03473062239993908
1994-01-01,Aluminum,0.04190636678520156
1994-02-01,Aluminum,0.048177213873719496
1994-03-01,Aluminum,0.04580015556301548
1994-04-01,Aluminum,0.04377421963835508
1994-05-01,Aluminum,0.044213447704476376
1994-06-01,Aluminum,0.045668137124724326
1994-07-01,Aluminum,0.04770447451969282
1994-08-01,Aluminum,0.04769478673007785
1994-09-01,Aluminum,0.045318201108479374
1994-10-01,Aluminum,0.04403092540187134
1994-11-01,Aluminum,0.04071089580645896
1994-12-01,Aluminum,0.04417542522042609
1995-01-01,Aluminum,0.04595508164344568
1995-02-01,Aluminum,0.055949584036549385
1995-03-01,Aluminum,0.06210085917224431
1995-04-01,Aluminum,0.06098442901381348
1995-05-01,Aluminum,0.06515214543243461
1995-06-01,Aluminum,0.06444140888515852
1995-07-01,Aluminum,0.0634431120518811
1995-08-01,Aluminum,0.061886154481595367
1995-09-01,Aluminum,0.0644518559353723
1995-10-01,Aluminum,0.06249093792369539
1995-11-01,Aluminum,0.05115739071579108
1995-12-01,Aluminum,0.05126510562480901
1996-01-01,Aluminum,0.039351969190814136
1996-02-01,Aluminum,0.03650178969798194
1996-03-01,Aluminum,0.03456486358590898
1996-04-01,Aluminum,0.032970487491206554
1996-05-01,Aluminum,0.031264997170910254
1996-06-01,Aluminum,0.03493029642231628
1996-07-01,Aluminum,0.029495374081975757
1996-08-01,Aluminum,0.028392290787716025
1996-09-01,Aluminum,0.02506174304409878
1996-10-01,Aluminum,0.025215354574851707
1996-11-01,Aluminum,0.03906317076378276
1996-12-01,Aluminum,0.04112199386131341
1997-01-01,Aluminum,0.04278374936654873
1997-02-01,Aluminum,0.04278947868412658
1997-03-01,Aluminum,0.043684639159918416
1997-04-01,Aluminum,0.045360235005063525
1997-05-01,Aluminum,0.04690867435359214
1997-06-01,Aluminum,0.04336430472877482
1997-07-01,Aluminum,0.04289388782346289
1997-08-01,Aluminum,0.046896396181691204
1997-09-01,Aluminum,0.04924875307643923
1997-10-01,Aluminum,0.04545350235678636
1997-11-01,Aluminum,0.04031388640791971
1997-12-01,Aluminum,0.041967337035229826
1998-01-01,Aluminum,0.03996967966704379
1998-02-01,Aluminum,0.03999116803380266
1998-03-01,Aluminum,0.038253228147125576
1998-04-01,Aluminum,0.036852293048704673
1998-05-01,Aluminum,0.03439930334013837
1998-06-01,Aluminum,0.03482705281171178
1998-07-01,Aluminum,0.033948090320640195
1998-08-01,Aluminum,0.01998404746930049
1998-09-01,Aluminum,0.020374816764033972
1998-10-01,Aluminum,0.020265761534219513
1998-11-01,Aluminum,0.020194017209291495
1998-12-01,Aluminum,0.019441867130614875
1999-01-01,Aluminum,0.019210066155659792
1999-02-01,Aluminum,0.019386728674377747
1999-03-01,Aluminum,0.01972033445310305
1999-04-01,Aluminum,0.03448141265795171
1999-05-01,Aluminum,0.035226305552770974
1999-06-01,Aluminum,0.032959671008710646
1999-07-01,Aluminum,0.03811248076738577
1999-08-01,Aluminum,0.03825314973815557
1999-09-01,Aluminum,0.03933433114862187
1999-10-01,Aluminum,0.038162149162990225
1999-11-01,Aluminum,0.037949013431649366
1999-12-01,Aluminum,0.036800907604041595
2000-01-01,Aluminum,0.03803568511118588
2000-02-01,Aluminum,0.035843596852680876
2000-03-01,Aluminum,0.04267649414122959
2000-04-01,Aluminum,0.047671974597241706
2000-05-01,Aluminum,0.04710900357311768
2000-06-01,Aluminum,0.04707013191084075
2000-07-01,Aluminum,0.04466490493052939
2000-08-01,Aluminum,0.04550796596944224
2000-09-01,Aluminum,0.045927711805960246
2000-10-01,Aluminum,0.05001263595351543
2000-11-01,Aluminum,0.05034864114220112
2000-12-01,Aluminum,0.05102976541248952
2001-01-01,Aluminum,0.04582600952606215
2001-02-01,Aluminum,0.04583447210081755
2001-03-01,Aluminum,0.04621728755130882
2001-04-01,Aluminum,0.04018072362222012
2001-05-01,Aluminum,0.04082329789543406
2001-06-01,Aluminum,0.04272902320847309
2001-07-01,Aluminum,0.04173444526721628
2001-08-01,Aluminum,0.041920022503824095
2001-09-01,Aluminum,0.0381603312273942
2001-10-01,Aluminum,0.036449860719040994
2001-11-01,Aluminum,0.03885440894169857
2001-12-01,Aluminum,0.032929446325425125
2002-01-01,Aluminum,0.03141114030366693
2002-02-01,Aluminum,0.031622929845852674
2002-03-01,Aluminum,0.029711378620798968
2002-04-01,Aluminum,0.03023534087382129
2002-05-01,Aluminum,0.0282969140971535
2002-06-01,Aluminum,0.02626786116180762
2002-07-01,Aluminum,0.02489044271247418
2002-08-01,Aluminum,0.02555839451811298
2002-09-01,Aluminum,0.025073679162680336
2002-10-01,Aluminum,0.021017860423229312
2002-11-01,Aluminum,0.022924653751796826
2002-12-01,Aluminum,0.02271043671299565
2003-01-01,Aluminum,0.02216974981428245
2003-02-01,Aluminum,0.023907335947376655
2003-03-01,Aluminum,0.023890889913369507
2003-04-01,Aluminum,0.025782624652134774
2003-05-01,Aluminum,0.029083758048633362
2003-06-01,Aluminum,0.02908613541975588
2003-07-01,Aluminum,0.028935616947972594
2003-08-01,Aluminum,0.02591648854519184
2003-09-01,Aluminum,0.028195695124515637
2003-10-01,Aluminum,0.02985780149218747
2003-11-01,Aluminum,0.027917419569235963
2003-12-01,Aluminum,0.028567104955025076
2004-01-01,Aluminum,0.0291309163824353
2004-02-01,Aluminum,0.030542409254635774
2004-03-01,Aluminum,0.02995483920475912
2004-04-01,Aluminum,0.025123786331263706
2004-05-01,Aluminum,0.033276670219350726
2004-06-01,Aluminum,0.033744541271246535
2004-07-01,Aluminum,0.03374642949702692
2004-08-01,Aluminum,0.034522200384438984
2004-09-01,Aluminum,0.032005537363831625
2004-10-01,Aluminum,0.03323272633733209
2004-11-01,Aluminum,0.0337389944320021
2004-12-01,Aluminum,0.033441549007932704
2005-01-01,Aluminum,0.03352553226174105
2005-02-01,Aluminum,0.03179800255401576
2005-03-01,Aluminum,0.032647841648902026
2005-04-01,Aluminum,0.035272414230164445
2005-05-01,Aluminum,0.0387055750809344
2005-06-01,Aluminum,0.037909899841210966
2005-07-01,Aluminum,0.038310301044189574
2005-08-01,Aluminum,0.0401913659003066
2005-09-01,Aluminum,0.04062976207734944
2005-10-01,Aluminum,0.03985849994528629
2005-11-01,Aluminum,0.04301104288762732
2005-12-01,Aluminum,0.04953877905096494
2006-01-01,Aluminum,0.050112435244635226
2006-02-01,Aluminum,0.05018214752389615
2006-03-01,Aluminum,0.05023944786292609
2006-04-01,Aluminum,0.04900123479133853
2006-05-01,Aluminum,0.03848434872407358
2006-06-01,Aluminum,0.06309932972585684
2006-07-01,Aluminum,0.06330363721510293
2006-08-01,Aluminum,0.06467834803674176
2006-09-01,Aluminum,0.06379502785057982
2006-10-01,Aluminum,0.06496835628434859
2006-11-01,Aluminum,0.06410684739142959
2006-12-01,Aluminum,0.060447973658279246
2007-01-01,Aluminum,0.059536880564238566
2007-02-01,Aluminum,0.05932360151692364
2007-03-01,Aluminum,0.05999113773293802
2007-04-01,Aluminum,0.05632909669356522
2007-05-01,Aluminum,0.04974022243996395
2007-06-01,Aluminum,0.030674386353793447
2007-07-01,Aluminum,0.030871578608019132
2007-08-01,Aluminum,0.03921290883060059
2007-09-01,Aluminum,0.04196253706189309
2007-10-01,Aluminum,0.03566808838609737
2007-11-01,Aluminum,0.036258027441424125
2007-12-01,Aluminum,0.03510916469186287
2008-01-01,Aluminum,0.036874192868148976
2008-02-01,Aluminum,0.05613921809539395
2008-03-01,Aluminum,0.06023132872954581
2008-04-01,Aluminum,0.0605068306708163
2008-05-01,Aluminum,0.06082264840909646
2008-06-01,Aluminum,0.05911368703954094
2008-07-01,Aluminum,0.059622702318263596
2008-08-01,Aluminum,0.06269172163340393
2008-09-01,Aluminum,0.06662510405981091
2008-10-01,Aluminum,0.08182760705144658
2008-11-01,Aluminum,0.08762636427017256
2008-12-01,Aluminum,0.1009928335597523
2009-01-01,Aluminum,0.09926675713709722
2009-02-01,Aluminum,0.08246289027060914
2009-03-01,Aluminum,0.07310596027179254
2009-04-01,Aluminum,0.0808923166344318
2009-05-01,Aluminum,0.08392211983572394
2009-06-01,Aluminum,0.08993015679746534
2009-07-01,Aluminum,0.09198640629108813
2009-08-01,Aluminum,0.10722694471258397
2009-09-01,Aluminum,0.10584799963682964
2009-10-01,Aluminum,0.0968131399924745
2009-11-01,Aluminum,0.0894616073834893
2009-12-01,Aluminum,0.06781818069300205
2010-01-01,Aluminum,0.06235086206090269
2010-02-01,Aluminum,0.06620582767327854
2010-03-01,Aluminum,0.06608147804499896
2010-04-01,Aluminum,0.06584499969759067
2010-05-01,Aluminum,0.08097523675531679
2010-06-01,Aluminum,0.08297510785745892
2010-07-01,Aluminum,0.082117593997951
2010-08-01,Aluminum,0.07113438253610203
2010-09-01,Aluminum,0.06846485069050744
2010-10-01,Aluminum,0.07133317562551438
2010-11-01,Aluminum,0.07151696302974873
2010-12-01,Aluminum,0.0640640438997217
2011-01-01,Aluminum,0.06446835937868772
2011-02-01,Aluminum,0.057576965087244567
2011-03-01,Aluminum,0.054634894865755436
2011-04-01,Aluminum,0.054493477283238355
2011-05-01,Aluminum,0.03851700315023305
2011-06-01,Aluminum,0.03294540600759794
2011-07-01,Aluminum,0.03453413645892993
2011-08-01,Aluminum,0.03816623004606466
2011-09-01,Aluminum,0.04023236703254556
2011-10-01,Aluminum,0.03435021815365472
2011-11-01,Aluminum,0.036297859842927556
2011-12-01,Aluminum,0.03627299933288877
2012-01-01,Aluminum,0.039510830367608704
2012-02-01,Aluminum,0.03965149984482738
2012-03-01,Aluminum,0.03860937081067564
2012-04-01,Aluminum,0.03591328302512332
2012-05-01,Aluminum,0.035800238226262805
2012-06-01,Aluminum,0.03734652342996645
2012-07-01,Aluminum,0.037526074725720775
2012-08-01,Aluminum,0.035984225329026974
2012-09-01,Aluminum,0.053339663190365705
2012-10-01,Aluminum,0.05296017702392627
2012-11-01,Aluminum,0.05157657335872755
2012-12-01,Aluminum,0.055206781493215645
2013-01-01,Aluminum,0.05267607366300614
2013-02-01,Aluminum,0.051810720499888704
2013-03-01,Aluminum,0.055155438751319015
2013-04-01,Aluminum,0.05300411219577578
2013-05-01,Aluminum,0.05291227524570824
2013-06-01,Aluminum,0.050351489317395234
2013-07-01,Aluminum,0.05076001392567471
2013-08-01,Aluminum,0.051322585712909576
2013-09-01,Aluminum,0.0356649804218571
2013-10-01,Aluminum,0.03619644930614693
2013-11-01,Aluminum,0.03722294516870394
2013-12-01,Aluminum,0.0278190034114009
2014-01-01,Aluminum,0.027748833860976783
2014-02-01,Aluminum,0.026960434697738966
2014-03-01,Aluminum,0.021305280681302535
